fp_pwr,rx_pwr,pwr_diff,rxpacc,dist_cm,fp_resid,label,frame_len
-75.5112389936,-94.9759580259,-19.4647190323,47,165,-71.1615601093,0,58
-74.8523308001,-94.9759580259,-20.1236272258,47,174,-70.0413458345,0,58
-75.3722452543,-95.5134009539,-20.1411556997,50,171,-70.7123230464,0,58
-74.0593204548,-94.4710407582,-20.4117203035,52,170,-69.4503420272,0,0
-74.2762334993,-94.6473003902,-20.3710668909,48,186,-68.885974615,0,58
-74.5921864709,-94.8263972433,-20.2342107724,49,188,-69.1090294857,0,58
-74.6870933726,-95.1738791647,-20.4867857921,51,170,-70.078114945,0,58
-74.2991372304,-94.8263972433,-20.5272600129,49,169,-69.7414031381,0,58
-75.33716162,-94.6473003902,-19.3101387703,48,184,-70.0408051598,0,58
-74.4916636668,-95.1588256147,-20.6671619479,48,174,-69.6806787011,0,58
-74.4387743236,-94.8849676098,-20.4461932863,52,172,-69.7282053854,0,58
-73.8236446329,-94.4710407582,-20.6473961254,52,171,-69.163722425,0,46
-74.6805195045,-94.5443008238,-19.8637813194,50,188,-69.1973625192,0,0
-74.3757795544,-94.0733424105,-19.6975628561,54,174,-69.5647945887,0,0
-74.0115084637,-93.7455340868,-19.7340256231,52,174,-69.200523498,0,0
-75.2749431478,-94.8263972433,-19.5514540955,49,170,-70.6659647202,0,0
-76.0257056107,-93.9548954861,-17.9291898754,49,174,-71.214720645,0,0
-75.0343490407,-94.0931551493,-19.0588061086,52,172,-70.3237801025,0,46
-73.6968765096,-94.3023774075,-20.6055008979,51,171,-69.0369543017,0,0
-74.0378021237,-94.3688223377,-20.331020214,49,171,-69.3778799158,0,0
-74.3878362829,-94.4710407582,-20.0832044753,52,168,-69.8816506484,0,46
-74.5672578871,-95.1738791647,-20.6066212775,51,182,-69.3658301274,0,0
-75.6649417384,-95.5558774957,-19.8909357573,47,173,-70.9040196758,0,0
-74.3931061029,-94.4710407582,-20.0779346554,52,180,-69.2876560008,0,46
-74.9720135412,-94.6364912776,-19.6644777364,53,179,-69.9149529216,0,0
-74.4513201816,-94.8849676098,-20.4336474283,52,175,-69.5905592078,0,0
-86.463821571,-97.103455106,-10.639633535,52,184,-81.1674651108,0,46
-79.7189315772,-96.0933204237,-16.3743888465,50,243,-72.0068061052,0,0
-74.4229854299,-94.3688223377,-19.9458369078,49,176,-69.5127320737,0,0
-73.6299740472,-94.0931551493,-20.4631811021,52,178,-68.621574001,0,46
-75.098950259,-94.8849676098,-19.7860173508,52,187,-69.6621181283,0,0
-74.4548710933,-94.3688223377,-19.9139512444,49,180,-69.3494209912,0,0
-73.8914950301,-93.7455340868,-19.8540390566,52,184,-68.59513857,0,46
-75.2691415371,-94.5443008238,-19.2751592867,50,179,-70.2120809175,0,0
