fp_pwr,rx_pwr,pwr_diff,rxpacc,dist_cm,fp_resid,label,frame_len
-90.8637245534,-98.1691255714,-7.30540101796,48,203,-84.7138037951,1,58
-83.2470388439,-97.7266042157,-14.4795653718,51,165,-78.8973599596,1,58
-91.9598080043,-97.103455106,-5.14364710165,52,205,-85.7247307832,1,0
-87.8467846131,-97.7994574575,-9.95267284436,46,163,-83.603032525,1,58
-90.650443798,-97.103455106,-6.453011308,52,163,-86.4066917099,1,46
-83.9785654657,-98.3482224244,-14.3696569587,49,219,-77.1696831689,1,0
-83.9807113759,-97.8952675665,-13.9145561905,52,226,-76.898542593,1,46
-85.6072573142,-98.3824544836,-12.7751971695,55,216,-78.9181822911,1,0
-79.2248700629,-99.2356453486,-20.0107752858,47,189,-73.6956339794,1,0
-85.6563844671,-100.113755063,-14.4573705955,52,189,-80.1271483836,1,46
-80.8634340237,-100.113755063,-19.2503210389,52,243,-73.1513085517,1,46
-87.9402318787,-100.996557939,-13.0563260605,47,225,-80.8965815165,1,0
-93.4831947459,-98.8643676965,-5.38117295069,52,226,-86.4010259629,1,46
-91.864233036,-98.8643676965,-7.00013466054,52,214,-85.255957569,1,46
-93.2965262543,-100.809757414,-7.51323115977,46,233,-85.9494078338,1,0
-89.4579698292,-99.4185129374,-9.96054310819,48,233,-82.1108514087,1,46
-79.3630553779,-97.8952675665,-18.5322121885,52,199,-73.3859938497,1,0
-81.3126602258,-104.006857896,-22.69419767,47,241,-73.6723193743,1,0
-83.7056837914,-100.809757414,-17.1040736227,46,241,-76.0653429399,1,0
-79.7269546465,-98.8643676965,-19.13741305,52,235,-72.3055974011,1,0
-79.4043206995,-100.809757414,-21.4054367146,46,233,-72.057202279,1,58
-84.9708995872,-101.358522381,-16.3876227939,49,217,-78.2417049102,1,58
-79.1300115174,-98.8643676965,-19.7343561791,52,241,-71.4896706659,1,0
-82.7864828426,-98.8643676965,-16.077884854,52,264,-74.3544043052,1,0
-84.4235646932,-98.8643676965,-14.4408030033,52,264,-75.9914861558,1,46
-78.2618589922,-100.809757414,-22.5478984219,46,259,-69.9958637105,1,0
-78.142004656,-99.2356453486,-21.0936406926,47,233,-70.7948862355,1,0
-85.5962188599,-98.8643676965,-13.2681488366,52,258,-77.3638247407,1,46
-92.777801022,-98.3482224244,-5.57042140241,49,241,-85.1374601705,1,46
-79.2983318002,-97.8952675665,-18.5969357663,52,247,-71.444392735,1,46
-79.7780509372,-99.2356453486,-19.4575944115,47,247,-71.924111872,1,46
-77.2029800669,-97.103455106,-19.9004750391,52,259,-68.9369847853,1,0
-86.0291507435,-97.8952675665,-11.8661168229,52,254,-77.9324764112,1,0
-81.2609490883,-97.5546007805,-16.2936516922,50,248,-73.3719154718,1,46
-83.8114915157,-97.8952675665,-14.0837760508,52,271,-75.1521056982,1,0
