fp_pwr,rx_pwr,pwr_diff,rxpacc,dist_cm,fp_resid,label,frame_len
-90.1800449473,-101.874667653,-11.6946227059,52,171,-85.5201227395,1,46
-88.580423188,-101.706004302,-13.1255811145,51,202,-82.473395799,1,0
-89.2837802037,-101.874667653,-12.5908874495,52,174,-84.472795238,1,46
-89.4013026462,-104.716304259,-15.3150016129,51,187,-83.9644705155,1,0
-91.1663402323,-104.716304259,-13.5499640268,51,199,-85.1892787041,1,0
-88.2673929419,-103.629151013,-15.3617580707,45,198,-82.3340891367,1,0
-89.6412017066,-104.716304259,-15.0751025525,51,154,-85.8907872898,1,0
-88.655271488,-101.874667653,-13.2193961652,52,154,-84.9048570713,1,46
-87.0569227174,-103.433954267,-16.3770315494,44,201,-80.993001569,1,0
-89.7845772985,-104.716304259,-14.9317269606,51,192,-84.1185527244,1,0
-88.7413708513,-102.040118172,-13.2987473212,53,189,-83.2121347678,1,58
-89.9025130104,-104.544300824,-14.6417878134,50,180,-84.7970629083,1,58
-91.7702771568,-104.716304259,-12.9460271023,51,197,-85.8809526336,1,58
-89.7956479104,-101.874667653,-12.0790197427,52,203,-83.6457271522,1,0
-89.3675583936,-101.874667653,-12.5071092595,52,203,-83.2176376354,1,0
-88.6609629429,-101.874667653,-13.2137047103,52,200,-82.6403630296,1,0
-88.3526966847,-101.874667653,-13.5219709684,52,197,-82.4633721615,1,0
-86.1223928472,-101.874667653,-15.7522748059,52,197,-80.233068324,1,0
-80.6109769566,-100.113755063,-19.5027781061,52,197,-74.7216524333,1,0
-71.8642306065,-94.0931551493,-22.2289245428,52,96,-72.2188059457,1,58
-70.873255091,-93.423687253,-22.550432162,52,96,-71.2278304302,1,0
-71.0752679587,-93.4048673008,-22.3295993421,50,87,-72.2848829063,1,58
-71.0422087329,-93.5891377724,-22.5469290395,53,90,-71.9573585441,1,58
-73.9536576663,-94.8849676098,-20.9313099436,52,91,-74.7728298198,1,0
-80.7850915685,-98.8643676965,-18.0792761281,52,91,-81.604263722,1,46
-80.8476452925,-97.8952675665,-17.0476222739,52,91,-81.6668174461,1,46
-78.7764909809,-96.4339872097,-17.6574962288,52,83,-80.3949291333,1,0
-77.5031611906,-97.103455106,-19.6002939154,52,79,-79.5506193647,1,0
