fp_pwr,rx_pwr,pwr_diff,rxpacc,dist_cm,fp_resid,label,frame_len
-72.8383449329,-96.4339872097,-23.5956422768,52,122.64516129,-71.065336559,0,0
-70.4415370144,-94.4710407582,-24.0295037438,52,176.322580645,-65.515378344,0,0
-74.8497836245,-95.7387450845,-20.88896146,48,385.52,-63.1288453587,0,0
-76.1080708441,-99.4185129374,-23.3104420933,48,463.28,-62.7911998056,0,0
-69.5003959813,-92.4288128941,-22.9284169128,48,192.375,-63.8174233245,0,0
-69.4541869217,-91.7023686821,-22.2481817603,47,71.1304347826,-72.4130776554,0,0
-74.0054831833,-97.9862579826,-23.9807747992,47,56.1739130435,-79.0147896305,0,0
-71.4655113036,-95.3425425154,-23.8770312119,52,241.5,-63.8071686018,0,0
-83.2930864088,-101.358522381,-18.0654359723,49,340.967741935,-72.6388205393,0,0
-89.9882780289,-103.433954267,-13.445676238,44,142,-86.9425111412,1,0
-79.2923451859,-96.4339872097,-17.1416420237,52,118.4,-77.8253111382,1,0
-76.9870106508,-97.3791222943,-20.3921116435,49,169.6,-72.3984936924,1,0
-70.4176920008,-92.5455775391,-22.1278855383,47,220.8,-63.5377106196,1,0
-85.715166043,-98.5237009106,-12.8085348676,50,272,-77.0237879623,1,0
-90.9708278631,-100.996557939,-10.0257300761,47,323.2,-80.7814008211,1,0
-90.6623096477,-97.5546007805,-6.8922911328,50,365.586206897,-79.4025136079,1,0
-85.7818693494,-97.9862579826,-12.2043886331,47,346.275862069,-74.9934249667,1,0
-92.2292632905,-96.4082129808,-4.17894969035,48,326.965517241,-81.9392242288,1,0
-83.3965031084,-97.7994574575,-14.4029543491,46,307.655172414,-73.6352186883,1,0
-85.3998428338,-97.0171578525,-11.6173150187,47,293.789473684,-76.0391182098,1,0
-91.4533192963,-100.996557939,-9.54323864294,47,235,-84.0319620508,1,0
-90.0188065191,-100.996557939,-10.9777514201,47,235,-82.5974492737,1,0
-90.0294350401,-101.358522381,-11.329087341,49,235,-82.6080777946,1,0
-90.1324189295,-97.0171578525,-6.88473892303,47,187.96875,-84.6507058623,1,0
-84.764777081,-97.9862579826,-13.2214809016,47,237.71875,-77.2435083223,1,0
-90.0277811271,-101.358522381,-11.3307412539,49,287.46875,-80.8559683164,1,0
-90.7834644,-104.006857896,-13.2233934959,47,279.75,-81.848062496,1,0
-89.2101770147,-104.716304259,-15.5061272444,51,259.75,-80.9190658901,1,0
-89.5246702033,-104.189725485,-14.6650552813,48,293.923076923,-80.1599964957,1,0
-90.4430328489,-103.433954267,-12.9909214179,44,332.076923077,-80.0182589219,1,0
-90.4427200074,-103.433954267,-12.9912342595,44,370.230769231,-79.07326982,1,0
-91.7250512176,-103.820057371,-12.0950061531,46,408.384615385,-79.5036637569,1,0
-89.453349221,-104.368822338,-14.9154731167,49,435.258064516,-76.6784126905,1,0
-90.5302192869,-104.88496761,-14.3547483229,52,421.322580645,-78.0379245745,1,0
-86.5930316782,-104.006857896,-17.4138262176,47,414.35483871,-74.2455833828,1,0
-76.769023555,-97.3791222943,-20.6100987393,49,202.666666667,-70.6333770639,1,0
-88.1816733176,-104.189725485,-16.0080521671,48,290,-78.9337133596,1,0
-91.9926251442,-96.76278832,-4.77016317585,50,186.028571429,-86.6010321242,1,0
-88.6109145081,-101.358522381,-12.7476078729,49,445.857142857,-75.6269999351,1,0
-89.1184451913,-101.874667653,-12.7562224619,52,424.142857143,-76.5682020397,1,0
-90.175295937,-101.874667653,-11.6993717162,52,372.818181818,-78.7453542544,1,0
-87.6708289172,-97.103455106,-9.4326261888,52,131.727272727,-85.2773149109,1,0
-75.9453086412,-98.5237009106,-22.5783922694,50,134.636363636,-73.3620611739,1,0
-80.7454388295,-99.7730882766,-19.0276494471,50,136.090909091,-78.0688565258,1,0
-85.3019639618,-97.9862579826,-12.6842940208,47,145.181818182,-82.0637193422,1,0
-76.3637626327,-97.0171578525,-20.6533952198,47,188.818181818,-70.8428864052,1,0
-82.5356029687,-98.5237009106,-15.9880979418,50,131.380952381,-80.1649548538,1,0
-78.3817152817,-97.9862579826,-19.6045427008,47,91,-79.2008874353,1,0
-90.9126288929,-100.996557939,-10.0839290463,47,310.666666667,-81.0667357402,1,0
-88.5188044001,-101.179425528,-12.6606211279,48,113.333333333,-87.4316511536,1,0
-85.888980504,-104.189725485,-18.3007449806,48,105.871794872,-85.393374987,1,0
-90.5099399885,-99.7730882766,-9.26314828814,50,113.666666667,-89.3972775031,1,0
-82.1388904142,-98.1691255714,-16.0302351572,48,121.461538462,-80.4501148602,1,0
-83.7067734184,-101.179425528,-17.4726521096,48,129.256410256,-81.4777316102,1,0
-87.7879302375,-99.7730882766,-11.9851580392,50,137.051282051,-85.0502681871,1,0
-81.3991441297,-101.179425528,-19.7802813983,48,153.825,-77.6586056545,1,0
-86.0007756273,-99.7730882766,-13.7723126493,50,150.025,-82.4775029186,1,0
-81.3492935951,-101.358522381,-20.009228786,49,146.225,-78.0488609944,1,0
-84.3162061988,-104.544300824,-20.2280946251,50,142.425,-81.2444816362,1,0
-80.4396801849,-101.358522381,-20.9188421961,49,146.428571429,-77.1271636774,1,0
-77.9170281786,-99.5976097905,-21.6805816119,49,155.114285714,-74.1039922325,1,0
-78.1067759617,-99.5976097905,-21.4908338288,49,163.8,-73.8204980132,1,0
-84.4981591144,-99.5976097905,-15.0994506761,49,172.485714286,-79.7630964843,1,0
-79.928742652,-99.7730882766,-19.8443456247,50,172.6,-75.1879268244,1,0
-79.3250551877,-101.874667653,-22.5496124655,52,147,-75.9787084927,1,0
-77.618313361,-95.3425425154,-17.7242291544,52,121.4,-75.9339396262,1,0
-73.4464904791,-94.0931551493,-20.6466646702,52,95.8,-73.8191802976,1,0
-70.213481938,-93.7455340868,-23.5320521488,52,117.193548387,-68.8354078574,1,0
-86.3089491324,-100.996557939,-14.6876088068,47,253.967741935,-78.2133779802,1,0
-87.2323904614,-104.189725485,-16.9573350233,48,324.70212766,-77.002687773,1,0
