fp_pwr,rx_pwr,pwr_diff,rxpacc,label,frame_len
-72.1300704553,-96.0933204237,-23.9632499684,50,0,0
-70.2797276584,-94.1303739723,-23.8506463138,50,0,0
-70.0694918402,-94.1303739723,-24.0608821321,50,0,0
-69.4635261352,-93.2150454354,-23.7515193002,47,0,0
-70.3244317194,-93.7524883634,-23.428056644,50,0,0
-70.2341133272,-93.4048673008,-23.1707539735,50,0,0
-70.766665106,-94.1897254846,-23.4230603786,48,0,0
-76.0124555234,-94.1303739723,-18.1179184488,50,0,0
-73.9396988674,-95.5134009539,-21.5737020865,50,0,0
-72.883183546,-95.7387450845,-22.8555615385,48,0,0
-71.0211767555,-94.4710407582,-23.4498640027,52,0,0
-69.796203405,-92.8437677833,-23.0475643782,52,0,0
-71.3501822401,-94.8849676098,-23.5347853697,52,0,0
-73.7204173907,-97.8952675665,-24.1748501757,52,0,0
-74.3371422996,-97.8952675665,-23.5581252669,52,0,0
-74.5625628631,-97.8952675665,-23.3327047033,52,0,0
-75.4851706751,-98.8643676965,-23.3791970214,52,0,0
-70.1333494641,-93.7455340868,-23.6121846227,52,0,0
-70.9465412989,-94.8849676098,-23.9384263109,52,0,0
-70.9722899784,-94.1303739723,-23.1580839939,50,0,0
-74.4622632262,-98.5237009106,-24.0614376844,50,0,0
-78.3261746833,-104.368822338,-26.0426476543,49,0,0
-70.8262674669,-92.0974316003,-21.2711641334,52,0,0
-77.388649894,-101.874667653,-24.4860177591,52,0,0
-69.8213641837,-93.7455340868,-23.924169903,52,0,0
-70.6408844035,-94.4710407582,-23.8301563548,52,0,0
-72.8383449329,-96.4339872097,-23.5956422768,52,0,0
-70.4415370144,-94.4710407582,-24.0295037438,52,0,0
-74.8497836245,-95.7387450845,-20.88896146,48,0,0
-76.1080708441,-99.4185129374,-23.3104420933,48,0,0
-69.5003959813,-92.4288128941,-22.9284169128,48,0,0
-69.4541869217,-91.7023686821,-22.2481817603,47,0,0
-74.0054831833,-97.9862579826,-23.9807747992,47,0,0
-71.4655113036,-95.3425425154,-23.8770312119,52,0,0
-83.2930864088,-101.358522381,-18.0654359723,49,0,0
-90.0682231898,-103.433954267,-13.365731077,44,1,0
-85.0317656868,-101.874667653,-16.8429019664,52,1,0
-89.9882780289,-103.433954267,-13.445676238,44,1,0
-79.2923451859,-96.4339872097,-17.1416420237,52,1,0
-76.9870106508,-97.3791222943,-20.3921116435,49,1,0
-70.4176920008,-92.5455775391,-22.1278855383,47,1,0
-85.715166043,-98.5237009106,-12.8085348676,50,1,0
-90.9708278631,-100.996557939,-10.0257300761,47,1,0
-90.6623096477,-97.5546007805,-6.8922911328,50,1,0
-85.7818693494,-97.9862579826,-12.2043886331,47,1,0
-92.2292632905,-96.4082129808,-4.17894969035,48,1,0
-83.3965031084,-97.7994574575,-14.4029543491,46,1,0
-85.3998428338,-97.0171578525,-11.6173150187,47,1,0
-91.4533192963,-100.996557939,-9.54323864294,47,1,0
-90.0188065191,-100.996557939,-10.9777514201,47,1,0
-90.0294350401,-101.358522381,-11.329087341,49,1,0
-90.1324189295,-97.0171578525,-6.88473892303,47,1,0
-84.764777081,-97.9862579826,-13.2214809016,47,1,0
-90.0277811271,-101.358522381,-11.3307412539,49,1,0
-90.7834644,-104.006857896,-13.2233934959,47,1,0
-89.2101770147,-104.716304259,-15.5061272444,51,1,0
-89.5246702033,-104.189725485,-14.6650552813,48,1,0
-90.4430328489,-103.433954267,-12.9909214179,44,1,0
-90.4427200074,-103.433954267,-12.9912342595,44,1,0
-91.7250512176,-103.820057371,-12.0950061531,46,1,0
-89.453349221,-104.368822338,-14.9154731167,49,1,0
-90.5302192869,-104.88496761,-14.3547483229,52,1,0
-86.5930316782,-104.006857896,-17.4138262176,47,1,0
-76.769023555,-97.3791222943,-20.6100987393,49,1,0
-88.1816733176,-104.189725485,-16.0080521671,48,1,0
-91.9926251442,-96.76278832,-4.77016317585,50,1,0
-88.6109145081,-101.358522381,-12.7476078729,49,1,0
-89.1184451913,-101.874667653,-12.7562224619,52,1,0
-90.175295937,-101.874667653,-11.6993717162,52,1,0
-87.6708289172,-97.103455106,-9.4326261888,52,1,0
-75.9453086412,-98.5237009106,-22.5783922694,50,1,0
-80.7454388295,-99.7730882766,-19.0276494471,50,1,0
-85.3019639618,-97.9862579826,-12.6842940208,47,1,0
-76.3637626327,-97.0171578525,-20.6533952198,47,1,0
-82.5356029687,-98.5237009106,-15.9880979418,50,1,0
-78.3817152817,-97.9862579826,-19.6045427008,47,1,0
-90.9126288929,-100.996557939,-10.0839290463,47,1,0
-88.5188044001,-101.179425528,-12.6606211279,48,1,0
-85.888980504,-104.189725485,-18.3007449806,48,1,0
-90.5099399885,-99.7730882766,-9.26314828814,50,1,0
-82.1388904142,-98.1691255714,-16.0302351572,48,1,0
-83.7067734184,-101.179425528,-17.4726521096,48,1,0
-87.7879302375,-99.7730882766,-11.9851580392,50,1,0
-81.3991441297,-101.179425528,-19.7802813983,48,1,0
-86.0007756273,-99.7730882766,-13.7723126493,50,1,0
-81.3492935951,-101.358522381,-20.009228786,49,1,0
-84.3162061988,-104.544300824,-20.2280946251,50,1,0
-80.4396801849,-101.358522381,-20.9188421961,49,1,0
-77.9170281786,-99.5976097905,-21.6805816119,49,1,0
-78.1067759617,-99.5976097905,-21.4908338288,49,1,0
